Product: Daily Cooling Degree Days Forecast Based on NDFD Data Issued 0000UTC 20161014
Regions: CPC::Regions::StatesCONUS
Weights: Population
Region|20161014|20161015|20161016|20161017|20161018|20161019|20161020|Total
AL|6|6|7|8|10|9|4|50
AR|0|7|9|11|11|5|0|43
AZ|9|9|9|9|8|8|9|61
CA|0|0|0|0|0|4|5|9
CO|0|0|0|0|0|0|0|0
CT|0|0|0|0|0|0|0|0
DE|0|0|0|0|1|2|0|3
FL|12|13|13|12|12|12|12|86
GA|4|3|3|5|8|7|4|34
IA|0|1|2|4|2|0|0|9
ID|0|0|0|0|0|0|0|0
IL|0|0|4|5|4|0|0|13
IN|0|0|5|6|7|1|0|19
KS|0|7|8|8|4|0|0|27
KY|0|2|5|7|8|5|0|27
LA|10|11|12|13|13|12|8|79
MA|0|0|0|0|0|0|0|0
MD|0|0|0|1|3|4|0|8
ME|0|0|0|0|0|0|0|0
MI|0|0|0|0|1|0|0|1
MN|0|0|0|0|0|0|0|0
MO|0|4|8|10|8|0|0|30
MS|6|8|9|11|11|11|4|60
MT|0|0|0|0|0|0|0|0
NC|0|0|0|2|5|5|3|15
ND|0|0|0|0|0|0|0|0
NE|0|3|2|2|0|0|0|7
NH|0|0|0|0|0|0|0|0
NJ|0|0|0|0|0|0|0|0
NM|0|2|2|2|1|0|0|7
NV|5|6|4|3|1|1|1|21
NY|0|0|0|0|0|0|0|0
OH|0|0|2|3|5|0|0|10
OK|0|10|12|13|10|2|0|47
OR|0|0|0|0|0|0|0|0
PA|0|0|0|0|0|0|0|0
RI|0|0|0|0|0|0|0|0
SC|1|1|1|3|6|7|5|24
SD|0|1|0|0|0|0|0|1
TN|0|3|5|7|8|6|0|29
TX|11|14|14|15|14|11|6|85
UT|0|0|0|0|0|0|0|0
VA|0|0|0|1|4|4|1|10
VT|0|0|0|0|0|0|0|0
WA|0|0|0|0|0|0|0|0
WI|0|0|1|1|1|0|0|3
WV|0|0|0|2|4|2|0|8
WY|0|0|0|0|0|0|0|0
