Product: Daily Heating Degree Days Forecast Based on NDFD Data Issued 0000UTC 20140821
Regions: CPC::Regions::StatesCONUS
Weights: Population
Region|20140821|20140822|20140823|20140824|20140825|20140826|20140827|Total
AL|0|0|0|0|0|0|0|0
AR|0|0|0|0|0|0|0|0
AZ|0|0|0|0|0|0|0|0
CA|0|0|0|0|0|0|0|0
CO|1|1|1|3|3|2|3|14
CT|0|0|0|0|0|0|0|0
DE|0|0|0|0|0|0|0|0
FL|0|0|0|0|0|0|0|0
GA|0|0|0|0|0|0|0|0
IA|0|0|0|0|0|0|0|0
ID|2|3|5|4|3|2|1|20
IL|0|0|0|0|0|0|0|0
IN|0|0|0|0|0|0|0|0
KS|0|0|0|0|0|0|0|0
KY|0|0|0|0|0|0|0|0
LA|0|0|0|0|0|0|0|0
MA|0|1|2|1|1|0|0|5
MD|0|0|0|0|0|0|0|0
ME|0|1|2|2|1|0|0|6
MI|0|0|0|0|0|0|0|0
MN|0|0|0|0|0|2|1|3
MO|0|0|0|0|0|0|0|0
MS|0|0|0|0|0|0|0|0
MT|7|10|14|12|9|9|4|65
NC|0|0|0|0|0|0|0|0
ND|0|0|3|2|6|6|4|21
NE|0|0|0|0|0|0|0|0
NH|0|2|3|3|1|0|0|9
NJ|0|0|0|0|0|0|0|0
NM|0|0|0|0|0|0|0|0
NV|0|0|0|0|0|0|0|0
NY|0|0|0|0|0|0|0|0
OH|0|0|0|0|0|0|0|0
OK|0|0|0|0|0|0|0|0
OR|2|1|1|0|0|0|0|4
PA|0|0|0|0|0|0|0|0
RI|0|0|1|0|0|0|0|1
SC|0|0|0|0|0|0|0|0
SD|0|0|0|1|1|1|1|4
TN|0|0|0|0|0|0|0|0
TX|0|0|0|0|0|0|0|0
UT|3|3|5|6|3|3|3|26
VA|0|0|0|0|0|0|0|0
VT|0|1|1|2|1|0|0|5
WA|4|3|1|0|0|0|0|8
WI|0|0|0|0|0|0|0|0
WV|0|0|0|0|0|0|0|0
WY|3|3|5|9|6|5|5|36
