Product: Daily Heating Degree Days Forecast Based on NDFD Data Issued 0000UTC 20200327
Regions: CPC::Regions::StatesCONUS
Weights: Population
Region|20200327|20200328|20200329|20200330|20200331|20200401|20200402|Total
AL|0|0|0|2|2|4|7|15
AR|0|0|6|6|5|10|9|36
AZ|15|13|8|7|2|1|1|47
CA|19|17|15|12|8|6|6|83
CO|28|31|28|25|23|21|19|175
CT|16|21|20|17|21|22|21|138
DE|9|14|4|8|15|16|16|82
FL|0|0|0|0|0|0|0|0
GA|0|0|0|2|3|4|8|17
IA|18|10|17|16|16|19|19|115
ID|31|26|24|24|22|22|22|171
IL|17|7|16|17|18|20|19|114
IN|10|3|12|16|18|19|19|97
KS|5|8|12|10|12|14|14|75
KY|0|0|4|11|14|14|16|59
LA|0|0|0|0|0|1|1|2
MA|17|22|22|21|23|24|23|152
MD|7|13|2|8|14|16|16|76
ME|26|26|29|29|28|27|26|191
MI|20|17|15|21|24|23|22|142
MN|25|24|25|23|21|24|25|167
MO|5|1|11|11|13|16|16|73
MS|0|0|0|1|1|3|5|10
MT|34|29|26|27|26|28|28|198
NC|0|0|0|2|7|7|10|26
ND|27|27|27|22|23|27|28|181
NE|19|17|17|14|15|17|17|116
NH|21|25|27|25|26|25|25|174
NJ|12|19|11|11|18|20|19|110
NM|14|23|17|16|13|11|8|102
NV|21|19|16|13|8|6|5|88
NY|17|21|17|17|22|23|22|139
OH|12|5|7|17|20|20|20|101
OK|0|2|7|8|6|9|7|39
OR|24|20|20|20|19|20|19|142
PA|12|17|8|14|19|20|20|110
RI|15|21|21|18|22|23|22|142
SC|0|0|0|0|2|3|7|12
SD|25|23|21|17|17|20|20|143
TN|0|0|2|7|9|11|13|42
TX|0|1|2|1|0|1|1|6
UT|34|31|28|26|22|20|19|180
VA|3|6|0|6|12|13|15|55
VT|25|25|26|25|27|26|27|181
WA|22|20|19|21|21|21|21|145
WI|23|19|21|21|22|23|22|151
WV|4|1|1|13|16|16|19|70
WY|35|33|29|27|25|25|24|198
