Product: Daily Heating Degree Days Forecast Based on NDFD Data Issued 0000UTC 20140913
Regions: CPC::Regions::StatesCONUS
Weights: Population
Region|20140913|20140914|20140915|20140916|20140917|20140918|20140919|Total
AL|0|0|0|0|0|0|0|0
AR|3|1|0|0|0|0|0|4
AZ|0|0|0|0|0|0|0|0
CA|0|0|0|0|0|0|0|0
CO|13|5|8|4|2|2|3|37
CT|5|5|7|3|5|8|8|41
DE|0|2|3|0|2|1|2|10
FL|0|0|0|0|0|0|0|0
GA|0|0|0|0|0|0|0|0
IA|17|11|8|10|7|3|0|56
ID|7|4|2|1|1|3|6|24
IL|14|11|8|7|6|4|2|52
IN|9|9|6|5|6|4|3|42
KS|13|3|0|2|0|0|0|18
KY|2|4|0|0|1|1|0|8
LA|0|0|0|0|0|0|0|0
MA|7|6|9|4|6|9|10|51
MD|1|3|3|0|3|2|2|14
ME|13|10|11|9|9|11|12|75
MI|12|13|9|9|9|8|6|66
MN|19|12|13|12|9|8|5|78
MO|12|8|2|3|3|0|0|28
MS|0|0|0|0|0|0|0|0
MT|19|16|10|5|3|6|11|70
NC|0|0|0|0|0|0|0|0
ND|15|15|13|8|6|4|2|63
NE|17|8|5|7|1|0|0|38
NH|13|11|11|9|9|12|12|77
NJ|2|4|4|2|3|4|4|23
NM|6|1|0|0|0|0|1|8
NV|0|0|0|0|0|0|1|1
NY|6|7|7|4|6|7|7|44
OH|6|9|6|4|7|7|5|44
OK|7|0|0|0|0|0|0|7
OR|1|1|0|0|2|4|4|12
PA|6|7|6|4|6|6|7|42
RI|4|4|7|2|4|7|8|36
SC|0|0|0|0|0|0|0|0
SD|15|13|11|6|3|1|1|50
TN|0|0|0|0|0|0|0|0
TX|1|0|0|0|0|0|0|1
UT|4|2|2|2|2|3|4|19
VA|0|2|1|0|3|2|2|10
VT|13|13|13|11|12|13|13|88
WA|5|2|0|2|3|5|4|21
WI|17|13|10|11|10|8|5|74
WV|2|5|3|3|5|4|3|25
WY|16|12|10|6|4|3|6|57
