Product: Daily Cooling Degree Days Forecast Based on NDFD Data Issued 0000UTC 20150909
Regions: CPC::Regions::StatesCONUS
Weights: Population
Region|20150909|20150910|20150911|20150912|20150913|20150914|20150915|Total
AL|14|13|12|9|4|5|8|65
AR|11|11|10|4|2|4|8|50
AZ|19|18|20|21|20|19|18|135
CA|15|15|15|13|12|11|9|90
CO|1|1|0|0|0|1|1|4
CT|14|10|6|3|2|2|3|40
DE|16|11|9|8|5|4|5|58
FL|18|18|18|17|17|17|17|122
GA|12|13|11|9|5|6|8|64
IA|1|1|0|0|0|0|3|5
ID|1|3|3|4|4|3|1|19
IL|7|2|1|0|0|0|4|14
IN|8|4|2|0|0|0|2|16
KS|8|9|3|0|1|6|9|36
KY|11|8|7|0|0|0|3|29
LA|17|16|15|13|9|10|12|92
MA|13|10|5|3|1|2|3|37
MD|15|13|8|7|3|2|3|51
ME|8|5|1|0|0|0|0|14
MI|6|1|0|0|0|0|0|7
MN|0|0|0|0|0|0|0|0
MO|8|6|2|0|0|1|5|22
MS|15|14|12|9|4|5|9|68
MT|0|0|0|0|0|0|0|0
NC|14|13|11|9|6|5|5|63
ND|0|0|0|0|1|0|0|1
NE|3|4|0|0|1|4|6|18
NH|13|7|2|0|0|0|1|23
NJ|14|8|7|6|4|3|4|46
NM|6|6|5|5|6|6|6|40
NV|16|17|18|18|16|15|14|114
NY|13|9|5|3|2|2|3|37
OH|10|6|2|0|0|0|2|20
OK|12|12|9|2|2|8|11|56
OR|1|3|7|6|2|0|0|19
PA|13|6|4|2|1|0|2|28
RI|13|11|7|4|2|3|4|44
SC|16|16|14|11|8|7|8|80
SD|0|0|0|0|1|2|2|5
TN|11|9|8|3|0|1|5|37
TX|17|17|15|13|11|13|14|100
UT|1|3|3|4|3|3|3|20
VA|14|11|9|6|3|2|3|48
VT|11|5|0|0|0|0|0|16
WA|0|0|2|3|1|0|0|6
WI|1|0|0|0|0|0|0|1
WV|10|7|4|1|0|0|1|23
WY|0|0|0|0|1|0|0|1
